Duplicate,Name,Type,Full Description (Small paragraph),Description,Website,Industry (Practice Area),L1 (Auto-generated Feed Name),Top Feed Name (Cluster),Score (Tracxn),Archive Challenge (Narrative),Secondary Narrative,Challenge (Tier 1) ,Solution Space (Tier 2) ,Archive Solution Space (Cluster),Founded,Headcount (High Potential),Country,Funded,Funding Stage,Total Funding (USD),Maturity,Latest Funding Date,Year Founded Score,Year Founded Weighting,Headcount Score,Headcount Weighting,Funding Stage Score,Funding Stage Weighting,TRL Score,TRL Weighting,Total Score,Result,Owner,Relevance,Post it,Wild Card (Highly Innovative),Potential Hero?,Hero,Inc. Compass,Diaa Add. Compass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SERCOO Group,Startup,Offers full-end services for biogas plants,"SERCOO is a group of companies offering full-end services for biogas and CHP plants throughout Germany. It works through its four subsidiaries each offering services like construction, repairing and maintenance of biogas and CHP plants.  MT energy services and Pro2 plant services are the two subsidiaries of this company who offer their solutions in the bioenergy sector. Also, through its other subsidiaries, the company is also involved in repairing and remanufacturing of turbochargers that are used in automobile manufacturing industries.",sercoo-group.de,,,,12.28,(5) Micro@Scale,,,,,2014,,Germany,Yes,Funding Raised,,Mature,,1,0.3,,0,0.7,0.7,,0,0.79,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,ReMoni,Startup,"Developer of connected water and electricity meter. It offers a range of connected devices clamped onto existing cables, flow pipes to measure the flow of electricity, heat, and water. The cloud platform automatically generates alarms using AI. The devices have integrated energy harvesters eliminating the need for batteries.",Developer of connected water and electricity meter,remoni.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,34.77,(5) Micro@Scale,,,,,2013,,Denmark,Yes,Seed,"$8,852,209",Emerging,10/11/2021,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,WhatCharity,Startup,"WhatCharity is a crowdfunding platform. Through the platform, users can search for non-profit organizations on the basis of category, cause, rating, and size(annual income) and support campaigns to raise fund for the cause. It supports campaigns from multiple fields such as education & training, religious activities, community development, accommodation, and animals.",Crowdfunding platform,whatcharity.com,"Enterprise Applications
FinTech","Nonprofit Tech
Crowdfunding","Nonprofit Tech
Crowdfunding",27.03,(3) Economic & Regulatory Incentive,,,,,2016,,United Kingdom,Yes,Funding Raised,,Mature,,0.7,0.3,,0,0.7,0.7,,0,0.7,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Addjust,Startup,"Cloud-based change order management platform for contractors, subcontractors, architects, quantity surveyors, and project owners. Let site managers and field workers record change orders on the construction site and lets client teams review and approve the orders through the platform. Users can add multiple projects to the platform and track change orders accordingly.",Cloud-based change order management platform,addjust.ie,"Enterprise Applications
 Real Estate and Construction Tech","Field Force Automation
 Construction Tech",Field Force Automation,23.4,(1) Solving for Complexity,,,,,2017,,Ireland,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Neustark,Startup,"Neustark is a manufacturer of low carbon cement. The company leverages scalable containerized technology to manufacture low carbon emission cement. The company has partnered with Kastli, ZID, ClimeWorks, and Arabern among others.",Manufacturer of low carbon cement,neustark.com,"Real Estate and Construction Tech
 Accelerator Batches","Construction Tech
 MassChallenge Batches","Construction Tech
 MassChallenge Batches",21.47,(2) Decarbonising Construction,,,,,2019,,Switzerland,Yes,Funding Raised,,Emerging,,0.5,0.3,,,0.7,0.7,,,0.64,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Mijn Zonneveld,Startup,,Developer of solar powered projects,mijnzonneveld.nl,"Energy
 Environment",Solar Energy,Solar Energy,15.1,(5) Micro@Scale,,,,,2013,,Netherlands,Yes,Funding Raised,,Mature,,1,0.3,,0,0.7,0.7,,0,0.79,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Homepilot,Startup,"Homepilot is a company that offers property management services for rental residential properties. It has partnered with companies such as Allianz, BNP Paribas, CCI Paris, bpiFrance, among others to offers its property management services. It offers an online platform for clients to view property related information and stay updated.",Provider of rental property management services,homepilot.fr,,Other,Other,37.41,Other,,,,,2016,,France,Yes,Series A,"$3,838,914",Nascent,2/9/2021,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Energis,Startup,"Provider of a cloud-based energy management solution. Enables users to monitor and optimise energy performance, indoor air quality, comfort & industrial processes. Features utility bill management, energy savings generation, energy contract optimization, multi-site benchmarking, predictive maintenance, and real-time & remote controlling solutions.",Provider of a cloud-based energy management solution,energis.cloud,"Energy Tech
 Environment Tech
 Sustainability Tech
 Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Renewable Energy Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,32.58,(1) Solving for Complexity,,,,,2017,,Belgium,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,MittBolån,Startup,MittBolån is a Sweden-based aggregator for mortgage loans. The prospective fills a mortgage application on their website. The application is processed by the platform by sending it to lenders. The applicant can then compare different banks' loan terms and interest rates.choose the offer that suits them best.,Sweden-based aggregator for mortgage loans,mittbolan.se,FinTech,Alternative Lending,Alternative Lending,21.43,(3) Economic & Regulatory Incentive,,,,,2013,,Sweden,Yes,Seed,,Emerging,"Jun 01, 2013",1,0.3,,,0.2,0.7,,,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Smart Track,Startup,IoT based solutions providing security for workers in indoor and complex environments,"Smart Track provides IoT solutions for the safety and security of workers in indoor and complex closed premises or environment. Provides a platform that uses IoT beacons, wearable BANs (Body Area Networks) and artificial intelligence algorithms to monitor the workers. Claims to provide solutions to avoid men-machine collisions, optimize escape routes, check worker's safety devices and track smart pathways to detect and evacuate survivors during industrial accidents and/or adverse working events. partners include R&I Foundation, Confindustria, SIIT and more.",smarttrack.io,"Enterprise Applications
 Enterprise Applications
 Enterprise Applications
 Enterprise Applications
 Industrial Goods and Manufacturing
 Technology
 Internet of Things - Industry Applications","HRTech
 Field Force Automation
 GRC Software
 Manufacturing Tech
 IoT Applications",HRTech,16.14,(1) Solving for Complexity,,,,,2014,,Italy,Yes,Funding Raised,,Mature,,1,0.3,,0,0.7,0.7,,0,0.79,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Beedata Analytics,Startup,"SaaS-driven energy management solution for commercial spaces. It allows users to collect data from smart meters, analyze & build reports, and provides actionable insights from the data. Its products include beeSmart - which allows to connect with customers and extract data, beeAdvisor - which enables to manage customer service and provides a virtual assistant, and bee360 - which enables users to extract hidden insights from the data.",SaaS-driven energy management solution for commercial spaces,beedataanalytics.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Enterprise Applications","Energy Efficiency Tech
 Smart Grid
 Facility Management Tech
 Vertical Business Intelligence",Energy Efficiency Tech,30,(1) Solving for Complexity,,,,,2017,,Spain,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,SenseNode,Startup,SenseNode offers energy management systems for industries with the integration of wireless sensors. Their trademarked Smart Energy Tracking Technology (SEEN) is installed in combination with wireless sensors to get energy consumption right down to the detailed level. The technology involves Z-Wave wireless which eliminates the need for complex installation and unnecessary wiring. It offers data monitoring via cloud services that can be easily accessed through mobile applications and web services.,Cloud-based Industrial energy management system with wireless sensors,sensenode.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,29.64,(1) Solving for Complexity,,,,,2013,,Sweden,Yes,Seed,"$1,500,000",Emerging,6/23/2015,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Bandora Systems,Startup,"Provider of AI and cloud-based energy management systems for buildings. It takes inputs from users, regular sensors, building management systems, and financials from finance managers to analyze energy demand, leading to actionable insights to save energy.",Provider of AI and cloud-based energy management systems for buildings,bandorasystems.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,29.44,(1) Solving for Complexity,,,,,2017,,Portugal,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Freevolt,Startup,"Biometric authentication solution to prevent fraud. The company offers biometric smart card products for the access control, cryptocurrency wallet, healthcare, and payments sectors. Its features include fraud protection and improved security without imposing any changes in the existing card reader infrastructure or the user experience.",Biometric authentication solution to prevent fraud,freevolt.tech,FinTech,Payments,Payments,18.58,(1) Solving for Complexity,,,,,2015,,United Kingdom,Yes,Seed,"$847,563",Emerging,2/17/2015,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Gradyent,Startup,Provider of solutions to optimize heat network,"Gradyent provides solutions to optimize the heat network. It provides an artificial intelligence-based software-as-a-service platform for heat optimization. It also provides solutions for demand forecasting, flow simulation, and supply & demand matching.",gradyent.ai,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech","Energy Efficiency Tech
 Facility Management Tech",Energy Efficiency Tech,42.5,(5) Micro@Scale,,,,,2019,,Netherlands,Yes,Seed,"$2,141,910",Nascent,,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Linc World,Startup,Linc provides an end-to-end hardware and software solution for real-time monitoring and control of energy systems in any building to reduce energy consumption. They install hardware which can communicate via wifi to cloud. Linc access real-time data and generate insights on energy and water usage.,Energy consumption monitoring software and hardware,linc.world,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,28.29,(4) End Consumer,,,,,2013,,Denmark,Yes,Seed,,Emerging,7/4/2019,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,LineMetrics,Startup,"LineMetrics is an online cloud based solution for machine data acquisition (DAQ). LineMetrics allows its users to visualize and evaluate performance data and key performance indicators of production line machines and factory environment. LineMetrics consists of web based software and hardware sensors and gateways for raw data recording. The central cloud service allows rules based alert configuration, real time data display, as well as metric measurement and documentation. Overall benefits include improved productivity, reduced down time and easy identification of bottlenecks.",Lean Industrial Environment Metrics,linemetrics.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 IoT Applications",Energy Efficiency Tech,28.28,(1) Solving for Complexity,,,,,2012,,Austria,Yes,Seed,"$400,000",Emerging,12/1/2013,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Robotic Eyes,Startup,"Robotic Eyes provides augmented reality-based constriction solutions. Offers REXdoc3D to create documentation with motion paths, 3D scans, 3D photos, audio recordings and position markers of construction sites. Also offers REXcad which is a cloud solution that enables users to convert existing 3D data into augmented reality holograms and REXcis which is a construction information system.",Provider of augmented reality based constriction solutions,robotic-eyes.com,"Technology
 Real Estate and Construction Tech","Augmented Reality
 Construction Tech","Augmented Reality
 Construction Tech",19.72,(1) Solving for Complexity,,Unblock Projects,Enhancing Worker Productivity & Safety,Worker Productivity Solutions,2014,,Austria,Yes,Private,,Mature,,1,0.3,,,0.7,0.7,,,0.79,Mature,,,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,wtec,Startup,"Smartengine wtec provides a mesh sensor network-based solution for smart buildings. Provides users with generated real-time data about space, lighting, indoor climate, and air quality. Claims that the building intelligence and lighting control platform is designed to power lights and sensors over an IT network infrastructure backbone. Uses sensors to detect motion, brightness, temperature and per fixture power consumption.",Mesh sensor network based solution for smart buildings,wtec.io,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 Property Management Tech
 IoT Applications",Energy Efficiency Tech,27.47,(1) Solving for Complexity,,,,,2018,,Germany,Yes,Undisclosed,,Nascent,,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,IntelliSense.io,Startup,Empowering people and machines to make intelligent decisions,"IntelliSense.io deploys sensors, software and services to improve efficiency of commercial and industrial sectors. Uses its Brains Infrastructure, which consist of Intelligent Sensors and Wireless Sensor Network along with its Brains App, a web-scale analytics applications platform. Its solutions are being deployed in manufacturing, food &amp; beverage factories, oil &amp; gas industries..",intellisense.io,"Enterprise Applications
Mining
Enterprise Applications
Technology
Internet of Things - Industry Applications","Mining Tech
Vertical Business Intelligence
IoT Applications","Mining Tech
Vertical Business Intelligence
IoT Applications",29.34,(5) Micro@Scale,,,,,2013,,United Kingdom,Yes,Seed,,Emerging,"Aug 18, 2020",1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Hexxcell,Startup,"Provider of AI-based digital twin software to monitor heat exchangers. It offers prescriptive maintenance and monitoring software for heat exchangers using digital twin technology. Other software offered include simulation-based design software for fouling and predicting heat exchange processes. Also, it provides a detailed analysis of thermo-hydraulic analysis. Its test module provides predictive testing solutions for fouling designs and also provides maintenance monitoring.",Provider of AI-based digital twin software to monitor heat exchangers,hexxcell.com,"Enterprise Applications
 Industrial Goods and Manufacturing
 Technology
 Internet of Things - Industry Applications","Manufacturing Tech
 Digital Twin",Manufacturing Tech,30.17,(1) Solving for Complexity,,,,,2013,,United Kingdom,Yes,Undisclosed,,Nascent,,1,0.3,,0,0,0.7,,0,0.3,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Best.Energy,Startup,"Best Energy provides solutions for energy management for the building. It provides cloud-based software for energy management. It also manufactures device to harness the power of big data, AI, and IoT. Its platform helps users for energy consumption data, identify energy leaks, and to expose energy abusing resource and equipments.",Provider of energy management solutions,best.energy,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 Property Management Tech
 IoT Applications",Energy Efficiency Tech,26.26,(4) End Consumer,,,,,2015,,United Kingdom,Yes,Series A,,Emerging,10/20/2015,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Wise Building,Startup,"SaaS-driven energy management solution for commercial spaces. Offerings include building digitization, employee experience management, operating cost management, deployment management, data exploitation management, building score certification, CMMS, and more. The mobile app is available for download on android and iOS devices.",SaaS-driven energy management solution for commercial spaces,wisebuilding.fr,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Real Estate and Construction Tech","Energy Efficiency Tech
 Facility Management Tech
 Property Management Tech",Energy Efficiency Tech,26.23,(4) End Consumer,,,,,2017,,France,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Fonn,Startup,"Fonn is an app-based filed management tool for construction projects. The platform enables construction workers to communicate with the project manager and send photos or documents of the construction projects. Project managers can monitor the project progress via the app. The company earns revenue through its monthly subscription-based plans, Its mobile app is available for both Android and iOS devices.",App-based filed management tool for construction projects,fonn.io,"Enterprise Applications
 Real Estate and Construction Tech","Field Force Automation
 Construction Tech",Field Force Automation,19.35,(1) Solving for Complexity,,,,,2016,,Norway,Yes,Funding Raised,,Mature,,0.7,0.3,,0,0.7,0.7,,0,0.7,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Volta Local Energy,Startup,Provider of investment and maintenance the geothermal system,,voltanenergy.com,,,,23.72,(5) Micro@Scale,,,,,2020,,Finland,Yes,Seed,"$2,635,000",Nascent,"Wednesday, 22 June 2022",0.2,0.3,,0,0.2,0.7,,0,0.2,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
